prod_norm_name,prod_form_norm_name,code,prod_pack_1_2,prod_pack_1_size,origin,prod_d_norm_name,const
267,ТАБЛЕТКИ,46,2.0,7.0,1.0,10 мг,1
267,ТАБЛЕТКИ,46,2.0,10.0,1.0,10 мг,1
267,ТАБЛЕТКИ,46,2.0,10.0,2.0,10 мг,1
267,ТАБЛЕТКИ,46,2.0,10.0,2.0,20 мг,1
267,ТАБЛЕТКИ,46,2.0,10.0,2.0,5 мг,1
270,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,10.0,10.0,2.0,500 мг,1
276,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,60.0,1.0,НЕ УКАЗАНО,1
276,ТАБЛЕТКИ ШИПУЧИЕ,46,2.0,10.0,2.0,НЕ УКАЗАНО,1
277,КРЕМ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,30.0,1.0,0.05 %,1
277,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,30.0,1.0,0.05 %,1
277,СУСПЕНЗИЯ ДЛЯ ИНЪЕКЦИЙ,46,1.0,1.0,2.0,2 мг + 5 мг/мл,1
280,СИРОП,46,1.0,150.0,2.0,НЕ УКАЗАНО,1
285,СИРОП,46,1.0,100.0,1.0,1.5 мг/мл,1
285,СИРОП,46,1.0,100.0,2.0,1.5 мг/мл,1
285,СИРОП,46,1.0,200.0,2.0,1.5 мг/мл,1
285,ТАБЛЕТКИ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,1.0,50 мг,1
291,КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ,46,1.0,20.0,2.0,10000 ЕД,1
291,КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ,46,1.0,20.0,2.0,25000 Ед,1
291,КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ,46,1.0,50.0,2.0,10000 ЕД,1
291,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,46,5.0,10.0,1.0,125 мг,1
291,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,46,1.0,20.0,2.0,НЕ УКАЗАНО,1
291,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,46,4.0,20.0,2.0,НЕ УКАЗАНО,1
298,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,46,4.0,7.0,2.0,20 мг,1
304,ТАБЛЕТКИ С МОДИФИЦИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ,46,1.0,30.0,1.0,60 мг,1
305,СПРЕЙ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ ДОЗИРОВАННЫЙ,46,1.0,1.0,2.0,0.15 мг + 0.5 мг/доза,1
305,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,2.0,8.0,2.0,3 мг + 1 мг,1
316,КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ,46,1.0,10.0,2.0,15000 МЕ/мл,1
317,КАПСУЛЫ,46,1.0,1.0,2.0,150 мг,1
317,КАПСУЛЫ,46,1.0,2.0,1.0,150 мг,1
317,КАПСУЛЫ,46,2.0,1.0,1.0,150 мг,1
318,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,46,5.0,2.0,2.0,25 мг/мл,1
318,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,1.0,25 мг,1
318,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,2.0,25 мг,1
322,АЭРОЗОЛЬ ДЛЯ ИНГАЛЯЦИЙ ДОЗИРОВАННЫЙ,46,1.0,200.0,2.0,100 мкг/доза,1
329,ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,46,9.0,2.0,2.0,100 мг,1
329,ТАБЛЕТКИ,46,1.0,20.0,1.0,100 мг,1
329,ТАБЛЕТКИ,46,1.0,30.0,1.0,100 мг,1
329,ТАБЛЕТКИ,46,2.0,10.0,2.0,100 мг,1
329,ТАБЛЕТКИ,46,3.0,10.0,1.0,100 мг,1
329,ТАБЛЕТКИ,46,3.0,10.0,2.0,100 мг,1
329,ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ В ПОЛОСТИ РТА,46,2.0,10.0,1.0,100 мг,1
335,ТАБЛЕТКИ,46,2.0,14.0,2.0,5 мг,1
343,СИРОП,46,1.0,500.0,2.0,667 мг/мл,1
344,КРЕМ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,5.0,2.0,5 %,1
344,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,10.0,1.0,5 %,1
344,ТАБЛЕТКИ,46,2.0,10.0,1.0,200 мг,1
344,ТАБЛЕТКИ,46,2.0,10.0,1.0,400 мг,1
353,СПРЕЙ НАЗАЛЬНЫЙ,46,1.0,60.0,2.0,0.6 мг/мл + 0.5 мг/мл,1
360,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,14.0,2.0,20 мг,1
375,ТАБЛЕТКИ,46,1.0,100.0,2.0,2.5 мг,1
376,КАПЛИ НАЗАЛЬНЫЕ,46,1.0,5.0,2.0,0.01 %,1
376,КАПЛИ НАЗАЛЬНЫЕ,46,1.0,10.0,2.0,0.025 %,1
376,КАПЛИ НАЗАЛЬНЫЕ,46,1.0,10.0,2.0,0.05 %,1
376,СПРЕЙ НАЗАЛЬНЫЙ,46,1.0,15.0,2.0,0.05 %,1
376,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,46,1.0,220.0,2.0,22.5 мкг/доза,1
377,ДРАЖЕ,46,1.0,25.0,2.0,8 мг,1
377,ТАБЛЕТКИ,46,2.0,10.0,1.0,8 мг,1
377,ТАБЛЕТКИ,46,2.0,14.0,1.0,8 мг,1
408,ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,6.0,1.0,2.0,600 мг,1
408,ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,1.0,1.0,600 мг,1
408,ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,20.0,1.0,2.0,200 мг,1
408,ТАБЛЕТКИ ШИПУЧИЕ,46,1.0,10.0,2.0,600 мг,1
408,ТАБЛЕТКИ ШИПУЧИЕ,46,1.0,20.0,2.0,600 мг,1
408,ТАБЛЕТКИ ШИПУЧИЕ,46,5.0,2.0,2.0,600 мг,1
410,ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,1.0,8.0,2.0,3 г,1
412,КРЕМ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,20.0,1.0,1 %,1
428,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,46,3.0,20.0,2.0,НЕ УКАЗАНО,1
433,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,25.0,1.0,5 %,1
433,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,50.0,2.0,5 %,1
436,ТАБЛЕТКИ,46,1.0,50.0,2.0,10 мг,1
449,РАСТВОР ДЛЯ ИНФУЗИЙ,46,1.0,400.0,1.0,0.9 %,1
449,РАСТВОРИТЕЛЬ ДЛЯ ПРИГОТОВЛЕНИЯ ЛЕКАРСТВЕННЫХ ФОРМ ДЛЯ ИНЪЕКЦИЙ,46,10.0,5.0,1.0,0.9 %,1
449,РАСТВОРИТЕЛЬ ДЛЯ ПРИГОТОВЛЕНИЯ ЛЕКАРСТВЕННЫХ ФОРМ ДЛЯ ИНЪЕКЦИЙ,46,10.0,10.0,1.0,0.9 %,1
467,ТАБЛЕТКИ,46,2.0,10.0,2.0,80 мг,1
471,ТАБЛЕТКИ,46,2.0,14.0,1.0,25 мг,1
471,ТАБЛЕТКИ,46,4.0,10.0,1.0,25 мг,1
471,ТАБЛЕТКИ,46,4.0,14.0,1.0,25 мг,1
474,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,30.0,2.0,75 мг + 15.2 мг,1
474,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,100.0,2.0,150 мг + 30.39 мг,1
522,ТАБЛЕТКИ ЖЕВАТЕЛЬНЫЕ,46,1.0,12.0,2.0,680 мг + 80 мг,1
524,ТАБЛЕТКИ ШИПУЧИЕ,46,5.0,2.0,2.0,400 мг + 240 мг,1
529,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,1.0,10.0,2.0,НЕ УКАЗАНО,1
530,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,2.0,12.0,2.0,НЕ УКАЗАНО,1
530,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,3.0,12.0,2.0,НЕ УКАЗАНО,1
546,МАЗЬ ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,25.0,1.0,10 %,1
546,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,46,2.0,5.0,1.0,500 мг,1
555,РАСТВОР ДЛЯ ИНЪЕКЦИЙ,46,10.0,10.0,1.0,5 мг/мл,1
574,ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ И МЕСТНОГО ПРИМЕНЕНИЯ,46,10.0,5.0,1.0,НЕ УКАЗАНО,1
574,ПОРОШОК ДЛЯ ПРИЕМА ВНУТРЬ И МЕСТНОГО ПРИМЕНЕНИЯ,46,30.0,0.85,1.0,500 млн.КОЕ/пакет,1
588,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,25.0,1.0,100 МЕ/г+40 мг/г+0.8 мг/г,1
588,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,25.0,2.0,НЕ УКАЗАНО,1
591,РАСТВОР ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,100.0,1.0,0.05 %,1
591,СУППОЗИТОРИИ ВАГИНАЛЬНЫЕ,46,2.0,5.0,1.0,16 мг,1
595,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,46,2.0,5.0,1.0,2.11 г,1
597,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,6.0,1.0,125 мг,1
597,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,1.0,125 мг,1
604,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,46,2.0,5.0,1.0,250 мг,1
611,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,14.0,2.0,40 мг + 12.5 мг,1
639,КАПЛИ ДЛЯ ПРИЕМА ВНУТРЬ,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
641,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
642,РАСТВОР ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,100.0,1.0,3 %,1
647,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
650,ТАБЛЕТКИ,46,1.0,10.0,1.0,50 мг,1
650,ТАБЛЕТКИ,46,2.0,10.0,1.0,50 мг,1
652,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
653,ПОРОШОК ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,40.0,1.0,НЕ УКАЗАНО,1
657,РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,40.0,1.0,НЕ УКАЗАНО,1
657,РАСТВОР ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ [СПИРТОВОЙ],46,1.0,40.0,1.0,НЕ УКАЗАНО,1
666,ТАБЛЕТКИ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,1.0,1.0,200 мг,1
667,КАПСУЛЫ,46,4.0,10.0,2.0,250 мг,1
667,КАПСУЛЫ,46,6.0,10.0,2.0,500 мг,1
679,ЦВЕТКИ ИЗМЕЛЬЧЕННЫЕ,46,1.0,50.0,1.0,НЕ УКАЗАНО,1
679,ЦВЕТКИ ПОРОШОК,46,20.0,1.5,1.0,НЕ УКАЗАНО,1
679,ЦВЕТКИ-ПОРОШОК И ГРАНУЛЫ РЕЗАНО-ПРЕССОВАННЫЕ,46,20.0,1.5,1.0,НЕ УКАЗАНО,1
695,РАСТВОР ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,10.0,2.0,100 мг/мл,1
704,ТАБЛЕТКИ,46,2.0,10.0,1.0,200 мг+40 мг+200 мг,1
704,ТАБЛЕТКИ,46,2.0,10.0,1.0,НЕ УКАЗАНО,1
709,ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ,46,2.0,8.0,1.0,60 мг,1
711,ДРАЖЕ,46,1.0,200.0,1.0,50 мг,1
713,ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ,46,1.0,10.0,1.0,НЕ УКАЗАНО,1
714,ТАБЛЕТКИ,46,3.0,10.0,1.0,250 мг,1
718,АЭРОЗОЛЬ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,30.0,1.0,НЕ УКАЗАНО,1
719,АЭРОЗОЛЬ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,45.0,1.0,НЕ УКАЗАНО,1
720,КАПСУЛЫ,46,1.0,10.0,1.0,100 мг,1
720,КАПСУЛЫ,46,2.0,10.0,1.0,100 мг,1
720,КАПСУЛЫ,46,4.0,10.0,1.0,100 мг,1
725,ТАБЛЕТКИ,46,2.0,30.0,1.0,10 мг,1
727,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,5.0,15.0,1.0,~,1
727,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,15.0,1.0,~,1
728,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,2.0,400 мг + 325 мг,1
729,КАПСУЛЫ,46,1.0,10.0,1.0,75 мг,1
730,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,5.0,2.0,НЕ УКАЗАНО,1
736,ТАБЛЕТКИ,46,2.0,10.0,1.0,НЕ УКАЗАНО,1
738,ТАБЛЕТКИ,46,2.0,10.0,1.0,НЕ УКАЗАНО,1
739,ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ,46,5.0,10.0,1.0,20 мг,1
741,АЭРОЗОЛЬ ДЛЯ ИНГАЛЯЦИЙ ДОЗИРОВАННЫЙ,46,1.0,200.0,2.0,20 мкг + 50 мкг/доза,1
741,РАСТВОР ДЛЯ ИНГАЛЯЦИЙ,46,1.0,20.0,2.0,0.25 мг + 0.5 мг/мл,1
747,ТАБЛЕТКИ,46,2.0,25.0,1.0,10 мг,1
752,ТАБЛЕТКИ,46,2.0,10.0,1.0,50 мг,1
757,ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ,46,1.0,10.0,1.0,100 мг,1
770,ТАБЛЕТКИ,46,1.0,30.0,1.0,50 мг,1
774,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,3.0,8.0,2.0,8.75 мг,1
775,СИРОП,46,1.0,100.0,2.0,НЕ УКАЗАНО,1
775,СИРОП,46,1.0,200.0,2.0,НЕ УКАЗАНО,1
775,ТАБЛЕТКИ,46,2.0,10.0,2.0,НЕ УКАЗАНО,1
777,ТАБЛЕТКИ ПОДЪЯЗЫЧНЫЕ,46,1.0,50.0,1.0,100 мг,1
782,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,10.0,2.0,600 мг + 500 мг,1
783,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,10.0,2.0,10 мг,1
790,ТАБЛЕТКИ,46,1.0,40.0,1.0,100 мг + 877 мг,1
790,ТАБЛЕТКИ,46,2.0,10.0,1.0,НЕ УКАЗАНО,1
793,ТАБЛЕТКИ,46,1.0,50.0,1.0,50 мг + 50 мг,1
798,ТАБЛЕТКИ,46,1.0,10.0,1.0,100 мг,1
806,КАПЛИ НАЗАЛЬНЫЕ,46,1.0,10.0,1.0,10000 МЕ/мл,1
806,СПРЕЙ НАЗАЛЬНЫЙ ДОЗИРОВАННЫЙ,46,1.0,200.0,1.0,500 МЕ/доза,1
806,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,46,2.0,5.0,1.0,150000 МЕ,1
806,СУППОЗИТОРИИ РЕКТАЛЬНЫЕ,46,2.0,5.0,1.0,500000 МЕ,1
839,КАПЛИ ГЛАЗНЫЕ,46,1.0,5.0,1.0,1 %,1
860,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,46,1.0,1.0,1.0,1 г,1
860,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,46,1.0,1000.0,2.0,1000 мг,1
914,ТАБЛЕТКИ,46,2.0,10.0,2.0,250 мг,1
916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,3.0,10.0,1.0,125 мг,1
916,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,5.0,10.0,1.0,125 мг,1
920,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,3.0,10.0,1.0,150 мг,1
921,СПРЕЙ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ ДОЗИРОВАННЫЙ,46,1.0,176.0,1.0,0.255 мг/доза,1
921,СПРЕЙ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ ДОЗИРОВАННЫЙ,46,1.0,176.0,2.0,0.255 мг/доза,1
944,РАСТВОР ДЛЯ ИНЪЕКЦИЙ,46,5.0,5.0,1.0,40 мг/мл,1
950,КАПСУЛЫ,46,1.0,10.0,1.0,60 мг,1
950,КАПСУЛЫ,46,1.0,10.0,1.0,90 мг,1
951,ТАБЛЕТКИ,46,3.0,10.0,1.0,200 мг,1
952,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,2.0,9.0,1.0,НЕ УКАЗАНО,1
953,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,2.0,9.0,1.0,НЕ УКАЗАНО,1
962,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,3.0,8.0,1.0,НЕ УКАЗАНО,1
962,ТАБЛЕТКИ ДЛЯ РАССАСЫВАНИЯ,46,5.0,8.0,1.0,НЕ УКАЗАНО,1
997,КАПСУЛЫ,46,1.0,14.0,2.0,400 мг,1
1001,ТАБЛЕТКИ,46,2.0,10.0,1.0,25 мг,1
1001,ТАБЛЕТКИ,46,2.0,10.0,2.0,25 мг,1
1001,ТАБЛЕТКИ,46,4.0,10.0,2.0,25 мг,1
1009,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,22.1,2.0,НЕ УКАЗАНО,1
1009,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,14.0,22.1,2.0,НЕ УКАЗАНО,1
1011,КАПЛИ НАЗАЛЬНЫЕ,46,1.0,15.0,2.0,НЕ УКАЗАНО,1
1012,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,11.5,2.0,НЕ УКАЗАНО,1
1013,КАПСУЛЫ КИШЕЧНОРАСТВОРИМЫЕ,46,1.0,30.0,2.0,НЕ УКАЗАНО,1
1025,ЭКСТРАКТ ДЛЯ ПРИЕМА ВНУТРЬ И МЕСТНОГО ПРИМЕНЕНИЯ [ЖИДКИЙ],46,1.0,50.0,1.0,НЕ УКАЗАНО,1
1026,"ТАБЛЕТКИ, ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ",46,3.0,10.0,1.0,3 мг,1
1066,ТАБЛЕТКИ,46,1.0,50.0,2.0,100 мг,1
1077,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,15.0,1.0,100 мг+900 мг,1
1082,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
1103,ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ,46,4.0,5.0,2.0,1000 мг,1
1103,ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ,46,4.0,5.0,2.0,500 мг,1
1103,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,12.0,2.0,0.5 г,1
1103,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,6.0,2.0,1 г,1
1104,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,46,1.0,1.0,1.0,1 г,1
1111,ТАБЛЕТКИ,46,3.0,10.0,1.0,4 мг,1
1111,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,30.0,1.0,5 мг,1
1113,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,2.0,1.0,50 мг,1
1113,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,2.0,2.0,50 мг,1
1133,РАСТВОР ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ,46,5.0,1.0,2.0,100 мг + 2.5 мг/мл,1
1147,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
1148,НАСТОЙКА,46,1.0,25.0,1.0,НЕ УКАЗАНО,1
1157,КАПЛИ ГЛАЗНЫЕ,46,1.0,10.0,1.0,3 мг/мл,1
1165,КАПСУЛЫ,46,3.0,10.0,1.0,50 мг,1
1165,ТАБЛЕТКИ,46,2.0,10.0,1.0,25 мг,1
1170,МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,30.0,1.0,НЕ УКАЗАНО,1
1178,КАПЛИ ГЛАЗНЫЕ,46,1.0,5.0,2.0,0.3 %,1
1182,СПРЕЙ НАЗАЛЬНЫЙ,46,1.0,15.0,2.0,1.25 %,1
1208,КАПЛИ ГЛАЗНЫЕ,46,1.0,10.0,2.0,НЕ УКАЗАНО,1
1217,РАСТВОР ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ,46,1.0,10.0,1.0,0.25 %,1
1244,КАПСУЛЫ,46,3.0,10.0,1.0,50 мг,1
1244,ТАБЛЕТКИ,46,3.0,10.0,1.0,50 мг,1
1272,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,2.0,25.0,1.0,158 мг+140 мг,1
1272,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,4.0,15.0,2.0,316 мг + 280 мг,1
1274,КАПСУЛЫ,46,2.0,10.0,1.0,НЕ УКАЗАНО,1
1307,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,46,1.0,10.0,1.0,150 мг,1
1307,ТАБЛЕТКИ ПОКРЫТЫЕ КИШЕЧНОРАСТВОРИМОЙ ОБОЛОЧКОЙ,46,1.0,20.0,1.0,150 мг,1
1316,ПАСТА ДЛЯ ПРИЕМА ВНУТРЬ,46,1.0,225.0,1.0,НЕ УКАЗАНО,1
1335,ТАБЛЕТКИ,46,1.0,30.0,2.0,4 мг,1
1348,ГЕЛЬ СТОМАТОЛОГИЧЕСКИЙ,46,1.0,20.0,2.0,НЕ УКАЗАНО,1
1358,ТАБЛЕТКИ,46,3.0,10.0,2.0,2 мг,1
1464,КАПСУЛЫ,46,1.0,10.0,1.0,300 мг,1
1558,ТАБЛЕТКИ,46,1.0,10.0,1.0,200 мг,1
1558,ТАБЛЕТКИ,46,2.0,10.0,1.0,200 мг,1
1602,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,46,1.0,50.0,1.0,НЕ УКАЗАНО,1
1602,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,46,5.0,25.0,1.0,НЕ УКАЗАНО,1
1602,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,12.0,1.0,НЕ УКАЗАНО,1
1640,СИРОП,46,1.0,50.0,1.0,НЕ УКАЗАНО,1
1705,ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ,46,1.0,30.0,1.0,1.25 мг + 5 мг,1
1738,ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ПРИЕМА ВНУТРЬ,46,10.0,15.0,2.0,НЕ УКАЗАНО,1
1825,таблетки покрытые пленочной оболочкой,46,2.0,14.0,1.0,10 мг,1
1887,РАСТВОР ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,50.0,1.0,0.01 %,1
1887,РАСТВОР ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ,46,1.0,150.0,1.0,0.01 %,1
1890,ТАБЛЕТКИ,46,2.0,14.0,1.0,50 мг,1
